SLC6A3,0.000391786122303,10
DRD3,0.000207577559297,14
VIM,8.54845865166e-05,152
BICD1,7.38448077289e-05,12
WIBG,5.98446641418e-05,6
MAPK8IP2,4.86524462355e-05,85
IKBKG,3.95705009706e-05,228
USP4,3.84780969379e-05,46
CAMK2G,3.01728748509e-05,33
FOS,2.85298160516e-05,110
CD1D,2.79674471635e-05,7
RABAC1,2.67204032391e-05,66
CSF1R,2.21498407168e-05,20
HABP4,2.00859522596e-05,26
BEND5,1.32082453464e-05,20
TIAM1,1.20856121541e-05,27
HTR2A,1.11983933336e-05,16
DAXX,1.06483940316e-05,93
GAS2L2,1.04929294121e-05,1
PPIL2,1.02210184492e-05,9
SUFU,8.83707516144e-06,29
KCNN4,8.23709166036e-06,3
PLXND1,6.28852366989e-06,2
RAB4A,6.16106052398e-06,31
HNRNPR,6.09943123196e-06,10
DPYSL4,5.52101183661e-06,8
OGT,4.88686500381e-06,24
CFDP1,4.52739904232e-06,4
MEST,4.51822910512e-06,16
ZNF148,4.40861393795e-06,14
TROVE2,4.21894620501e-06,4
COX2,4.15817006411e-06,7
YAE1D1,3.77067104362e-06,17
SND1,3.56231502771e-06,22
SPINT2,3.40142016575e-06,6
SNRNP40,2.9806216305e-06,9
FAM192A,2.89953966595e-06,2
CDKN2B,2.85790403697e-06,15
KRT7,2.84736476331e-06,9
SEMG1,2.66885936915e-06,6
LTB,2.6422118292e-06,6
MRPL20,2.55740659874e-06,10
ATG12,2.40069107519e-06,10
NOTCH4,2.13340294071e-06,15
ZBTB3,2.06753369326e-06,21
HNRNPDL,2.01626559908e-06,7
REN,1.98639761804e-06,8
ZFAND2B,1.98345646067e-06,6
CRHR2,1.93870770796e-06,7
NTMT1,1.9275500193e-06,6
C15orf39,1.77272272451e-06,3
KPTN,1.76942066292e-06,3
KIAA1143,1.71752203837e-06,2
MSI1,1.66254014676e-06,2
C5orf28,1.61622769878e-06,1
OCIAD2,1.61622769878e-06,1
QPCTL,1.61622769878e-06,1
PREB,1.42966527861e-06,2
SAMD8,1.3430089931e-06,1
Supt5,1.0185998161e-06,11
PMPCB,1.0114142502e-06,3
DNAJC3,8.67584257874e-07,7
REV3L,8.25379884501e-07,5
TIMM44,8.12996175445e-07,8
TTC32,7.04075689984e-07,9
KRT33B,6.68796112336e-07,5
C8B,6.3481627545e-07,3
Rps3a1,6.30801709267e-07,1
TCFL5,6.24921043764e-07,2
MOT2,4.22202487809e-07,4
ISG15,4.19022203641e-07,5
Ppl,2.98113887695e-07,1
IL23R,2.92374575729e-07,5
PPM1K,2.56333937826e-07,3
PRL1,2.56034924942e-07,1
ZNHIT6,2.01623905492e-07,1
TAF4B,1.9880639547e-07,5
LINC01547,1.80866013467e-07,3
GJB6,1.79949281893e-07,2
PCNP,1.73731474025e-07,2
APOL2,1.36042378058e-07,1
FBXL16,1.04867260216e-07,1
C21orf45,1.04332130725e-07,1
FOXK1,1.00036070546e-07,1
HSL1,7.41566025072e-08,1
LIM2,6.72321058288e-08,1
PSORS1C2,6.48359000778e-08,1
USP26,6.04914096655e-08,1
BIP1,6.0484262551e-08,1
USP40,5.20571708925e-08,2
Fgf1,5.0213641926e-08,1
LINC00311,4.6164604384e-08,1
C3orf15,4.26227830184e-08,1
FBXO16,3.83748087252e-08,1
Mcm4,3.79195296411e-08,1
RNU6-50P,3.60109226553e-08,1
SLC27A1,3.06424360533e-08,1
Isl1,1.46502259029e-08,1
VPS4,1.27757447208e-08,1
PLOD2,0.0,2
