ZNF577, 2.427931379828146e-08
XIST, 1.9723800249316187e-07
RHOBTB3, 8.904585050203876e-07
IGKC, 3.590925637364816e-06
MCTP1, 1.2799491477891571e-05
FYB, 3.6926802321305895e-05
HCN2, 1.3775235391050977e-05
ZXDA, 8.462993585058018e-07
IL7, 2.815981614319186e-05
RAB3C, 3.005557466759106e-05
KCNJ6, 2.695499093758432e-05
SCARF2, 1.9130966372405785e-06
CTNND1, 1.5155704569194952e-05
KLHL1, 2.0677534580462906e-05
WDR5, 3.642003131117216e-05
P2RY12, 3.841620833365944e-05
SV2C, 1.917666243122791e-07
GBP2, 5.6408525407781016e-05
GABRB3, 4.465094401827189e-06
