ST8SIA4,3,ZNF33B,0
PES1,3,ZNF33B,0
KBTBD8,3,ZNF33B,0
LOXL1,3,ZNF33B,0
MACROD1,3,ZNF33B,0
KLK13,3,ZNF33B,0
ASCC1,3,ZNF33B,0
SERPINA10,3,ZNF33B,0
DENR,3,ZNF33B,0
USP48,3,ZNF33B,0
ZC3H14,3,ZNF33B,0
CGRRF1,3,ZNF33B,0
ZNF79,3,ZNF33B,0
OSBP2,3,ZNF33B,2
KCNV2,3,ZNF33B,0
SOX10,31,NEFL,0
CARS,3,ZNF33B,0
GDF2,3,ZNF33B,0
METTL1,3,ZNF33B,0
C1orf86,3,ZNF33B,0
HM13,3,ZNF33B,0
SCUBE3,3,ZNF33B,0
TRN-GTT2-1,3,ZNF33B,0
CLIC6,3,ZNF33B,0
DDX55,3,ZNF33B,0
Pax3,3,ZNF33B,0
WBSCR22,3,ZNF33B,0
IFT27,3,ZNF33B,0
PDE3A,3,ZNF33B,0
POC5,3,ZNF33B,0
C9orf82,3,ZNF33B,1
DYRK1A,27,HIP1,0
PMPCA,3,ZNF33B,0
Kpna1,3,ZNF33B,0
APOA5,3,ZNF33B,0
PRAP1,3,ZNF33B,0
KDM5C,3,ZNF33B,0
MYST4,3,ZNF33B,0
SIPA1L1,3,ZNF33B,0
DNAJC19,3,ZNF33B,0
CHCHD3,23,TAL1,0
SLC16A9,3,ZNF33B,0
Grm4,3,ZNF33B,0
SH3BGRL3,3,ZNF33B,0
GPBP1L1,3,ZNF33B,0
CD300LF,3,ZNF33B,0
PTRF,3,ZNF33B,0
PRDM14,31,NEFL,0
MYBPHL,3,ZNF33B,0
MCL1,33,PFN2,0
FAM134A,3,ZNF33B,0
TMEM51,3,ZNF33B,0
FLT1,27,HIP1,0
ACOT8,3,ZNF33B,0
