KCNN3,2,14,0
APOE,55,13,4
DAOA,1,16,15
SYN2,8,21,0
TNF,21,19,0
APOL2,1,22,0
APOL4,1,14,0
AKT1,239,11,11
CHI3L1,2,17,0
PPP3CC,12,16,0
DRD2,22,16,16
VIPR2,4,10,0
SLC6A3,10,19,18
HTR2A,16,14,1
COMT,10,15,0
DRD4,6,17,16
BDNF,17,15,4
DAO,5,11,10
CHRNA7,4,12,0
RGS4,15,16,14
GRM3,6,15,4
SLC1A1,6,19,0
DISC1,115,15,15
NRXN1,29,15,0
DRD3,14,15,14
SLC6A4,4,11,0
DTNBP1,50,16,12
RTN4R,6,17,0
MTHFR,2,17,0
NOTCH4,15,18,0
SHANK3,16,18,2
NRG1,8,16,0
