TMCO6,1,DAOA,0
SLC1A6,2,CHI3L1,0
IL1F8,2,CHI3L1,0
ZDHHC5,1,DAOA,0
KCTD11,2,CHI3L1,0
CXorf56,4,SLC6A4,0
RPS17P16,1,DAOA,0
TANC2,1,DAOA,0
MKLN1,2,CHI3L1,0
PI4KAP2,1,DAOA,0
PTH,8,SYN2,0
SSC4D,1,DAOA,0
CEP170B,1,DAOA,0
ZNF232,6,RTN4R,0
SSB,12,PPP3CC,0
JMJD4,1,DAOA,0
PDGFC,5,DAO,0
RFK,2,CHI3L1,0
RBKS,2,CHI3L1,0
RAMP1,6,RTN4R,0
SPIB,22,DRD2,0
ZNF572,29,NRXN1,0
SGCZ,2,CHI3L1,0
SYPL1,1,DAOA,0
LSM4,21,TNF,1
SLAIN1,2,CHI3L1,0
ERN1,15,RGS4,0
NPY5R,4,SLC6A4,0
B3GNT4,1,DAOA,0
CNTN1,14,DRD3,0
CAB39L,2,CHI3L1,0
CD96,1,DAOA,0
ZBTB48,21,TNF,0
EPB41L5,1,DAOA,0
TRAM2,6,RTN4R,0
Grin2a,1,DAOA,0
ZNF598,4,SLC6A4,0
TBC1D21,1,DAOA,0
env,10,SLC6A3,0
SERTM1,1,DAOA,0
SPRED2,4,SLC6A4,0
ETNPPL,1,DAOA,0
TMEM8B,2,CHI3L1,0
SPC25,2,CHI3L1,0
ARHGEF16,4,SLC6A4,0
C22orf23,1,DAOA,0
COX7A2L,1,DAOA,0
SP4,15,RGS4,0
JMJD7-PLA2G4B,2,CHI3L1,0
ATF6,16,HTR2A,0
STX3,22,DRD2,2
RL2,12,PPP3CC,0
PASD1,1,DAOA,0
DNAJB9,10,SLC6A3,0
C8A,4,SLC6A4,0
GCGR,4,SLC6A4,0
CYP26B1,1,DAOA,0
JSRP1,1,DAOA,0
CRTC2,8,SYN2,0
BMP4,17,BDNF,1
STAG1,6,RTN4R,0
KLHL32,8,SYN2,0
FAM156A,5,DAO,0
WTIP,2,CHI3L1,0
ARHGAP26,8,SYN2,0
KLC2,14,DRD3,0
EFNA1,14,DRD3,0
ACVR1C,2,CHI3L1,0
C7orf20,15,RGS4,0
NKAP,22,DRD2,2
NELL2,5,DAO,0
NAE1,10,SLC6A3,0
Whsc1,1,DAOA,0
CISD2,2,CHI3L1,0
FAM71D,1,DAOA,0
GRPEL1,2,CHI3L1,0
LAMTOR4,2,CHI3L1,0
TTC28,2,CHI3L1,0
VANGL1,10,SLC6A3,0
KAAG1,1,DAOA,0
ATOH8,1,DAOA,0
DDX47,6,RTN4R,0
CRYGA,1,DAOA,0
UNC13B,10,SLC6A3,2
LDLRAD3,5,DAO,0
RFC5,17,BDNF,0
CHCHD6,1,DAOA,0
ZBTB3,21,TNF,0
RSU1,5,DAO,0
IRF6,5,DAO,0
TCEB3,22,DRD2,0
LDHAL6B,6,RTN4R,0
BRMS1L,15,RGS4,0
KCNA10,1,DAOA,0
Nid2,1,DAOA,0
EIF2AK1,6,RTN4R,0
CCR8,8,SYN2,0
UBC35,1,DAOA,0
KCNB2,6,RTN4R,0
Mbd3,2,CHI3L1,0
ARL5A,6,RTN4R,0
Itch,4,SLC6A4,0
ADAM2,2,CHI3L1,0
Fbxl8,1,DAOA,0
LY96,4,SLC6A4,0
MR1,1,DAOA,0
PSMG2,5,DAO,0
ZSWIM7,4,SLC6A4,0
Apbb1,4,SLC6A4,0
TBPL1,15,RGS4,0
C9orf78,8,SYN2,0
TBXAS1,1,DAOA,0
GRK5,21,TNF,1
CCNI,5,DAO,2
ZNF75A,1,DAOA,0
SLC1A7,2,CHI3L1,0
RSPRY1,2,CHI3L1,0
ZNF426,15,RGS4,0
CSTA,15,RGS4,0
GGN,8,SYN2,0
EDEM1,1,DAOA,0
PKIG,2,CHI3L1,0
STX2,14,DRD3,2
LHFPL5,2,CHI3L1,0
INSM1,4,SLC6A4,0
GCKR,4,SLC6A4,0
Traf1,1,DAOA,0
FAM212A,2,CHI3L1,0
SULT1A1,1,DAOA,0
NKX2-5,14,DRD3,0
PP2D1,1,DAOA,0
HSPB3,21,TNF,0
RNF17,1,DAOA,0
TRHR,4,SLC6A4,0
HSPA14,5,DAO,0
RMI1,4,SLC6A4,0
CD55,8,SYN2,0
LONP1,10,SLC6A3,2
RIF1,16,HTR2A,0
HCFC2,2,CHI3L1,0
CENPBD1P1,1,DAOA,0
GABPB2,6,RTN4R,0
CCR2,10,SLC6A3,0
Rab6a,1,DAOA,0
SLC4A3,4,SLC6A4,0
WBSCR27,4,SLC6A4,0
FAM49B,2,CHI3L1,0
INPP5E,1,DAOA,0
SLC8A3,4,SLC6A4,0
CLIC4,5,DAO,0
Sptbn1,2,CHI3L1,0
COL7A1,14,DRD3,0
PRKRIP1,5,DAO,0
ZNF419,1,DAOA,0
FCAR,8,SYN2,0
BAALC-AS2,1,DAOA,0
SFRS16,4,SLC6A4,0
LAIR1,6,RTN4R,0
C7orf49,1,DAOA,0
HPCAL4,5,DAO,0
CDAN1,2,CHI3L1,0
IFIT1,4,SLC6A4,0
LPCAT1,2,CHI3L1,0
LINC00242,1,DAOA,0
ASR1,1,DAOA,0
ZC2HC1A,4,SLC6A4,0
TAF7,29,NRXN1,0
KRT27,4,SLC6A4,0
RHM1,1,DAOA,0
ZNRF2P1,6,RTN4R,0
ZNF468,2,CHI3L1,0
Irs1,1,DAOA,0
RBAK,2,CHI3L1,1
RLN1,1,DAOA,0
MYF5,12,PPP3CC,0
BARX2,1,DAOA,0
WHSC1,12,PPP3CC,0
HYPM,5,DAO,0
GNRH2,2,CHI3L1,0
RLF,5,DAO,0
SULT1A3,6,RTN4R,0
Ppargc1b,1,DAOA,0
IL19,1,DAOA,0
LRRC20,1,DAOA,0
RGS16,14,DRD3,2
NAT6,2,CHI3L1,0
PURB,4,SLC6A4,0
NEO1,4,SLC6A4,0
RHBDD1,1,DAOA,0
LCA5L,5,DAO,0
FBLN5,8,SYN2,0
SCAMP3,8,SYN2,0
SLC39A13,4,SLC6A4,0
ABHD10,1,DAOA,0
RPP30,10,SLC6A3,0
GAL11,1,DAOA,0
Jak1,1,DAOA,0
IGHMBP2,2,CHI3L1,2
GBP2,22,DRD2,0
LAP3,2,CHI3L1,0
HOXA10,14,DRD3,0
Etl4,2,CHI3L1,0
SLC51A,1,DAOA,0
TEKT2,1,DAOA,0
MED6,15,RGS4,0
BAZ1B,10,SLC6A3,0
CHRNB1,2,CHI3L1,0
ELMOD3,1,DAOA,0
DAGLB,1,DAOA,0
MUS81,10,SLC6A3,0
Clock,1,DAOA,0
RAB40C,6,RTN4R,0
DPCR1,1,DAOA,0
C21orf7,2,CHI3L1,0
ARRB1,55,APOE,1
NIM1K,1,DAOA,0
MMP8,6,RTN4R,0
POMT2,1,DAOA,0
ING2,8,SYN2,0
Abt1,1,DAOA,0
PLXDC2,2,CHI3L1,0
Rab11b,1,DAOA,0
HUNK,2,CHI3L1,0
MOBP,6,RTN4R,0
NBR1,17,BDNF,1
NXNL1,4,SLC6A4,0
ACTL7A,2,CHI3L1,0
MPDU1,2,CHI3L1,0
DCSTAMP,1,DAOA,0
ZNF689,4,SLC6A4,0
KLF9,2,CHI3L1,0
HIST1H1B,29,NRXN1,0
C14orf119,2,CHI3L1,0
FAM100A,2,CHI3L1,0
INHBA,15,RGS4,0
TOMM40L,1,DAOA,0
PNLIP,2,CHI3L1,0
Chmp3,2,CHI3L1,0
TSR1,1,DAOA,0
POLR3H,1,DAOA,0
HIST1H2BI,1,DAOA,0
MOG,1,DAOA,0
ARPC5,6,RTN4R,0
EMILIN2,1,DAOA,0
NOL9,4,SLC6A4,0
DHFRL1,1,DAOA,0
BPY2B,1,DAOA,0
FGF16,1,DAOA,0
Mpp2,1,DAOA,0
RPL13A,14,DRD3,0
AT1G04410,1,DAOA,0
HHEX,15,RGS4,0
CEBPZ,14,DRD3,0
TRMT10B,1,DAOA,0
ARMCX3,5,DAO,0
RHOF,1,DAOA,0
KIN,1,DAOA,0
IQCE,14,DRD3,0
KCND1,2,CHI3L1,0
NPPB,10,SLC6A3,0
KCNK18,2,CHI3L1,0
USP54,8,SYN2,0
NPHP4,4,SLC6A4,0
NCAPG,4,SLC6A4,0
SCGB2A2,5,DAO,0
PRR23B,1,DAOA,0
OXSM,1,DAOA,0
DST,29,NRXN1,1
FBXW12,1,DAOA,0
RPP38,8,SYN2,0
ETV4,10,SLC6A3,0
GHRH,1,DAOA,0
MND1,1,DAOA,0
KIR3DS1,2,CHI3L1,0
kpnb1,1,DAOA,0
HEBP2,2,CHI3L1,0
CCDC159,1,DAOA,0
Tfdp1,1,DAOA,0
EPHA7,10,SLC6A3,0
KRR1,2,CHI3L1,0
CST9L,6,RTN4R,0
Rapsn,1,DAOA,0
NRSN1,2,CHI3L1,0
KCNA2,17,BDNF,0
BNIPL,15,RGS4,0
TBCA,2,CHI3L1,0
PPI1,2,CHI3L1,0
RNASEN,2,CHI3L1,0
RASA4,4,SLC6A4,0
POLDIP2,16,HTR2A,0
GDU2,1,DAOA,0
GOLGA6L2,2,CHI3L1,0
GALNT5,1,DAOA,0
Prkaca,5,DAO,0
ZFP28,5,DAO,0
LUM,5,DAO,0
ANKH,2,CHI3L1,2
NOP56,6,RTN4R,0
INVS,4,SLC6A4,0
Egfr,1,DAOA,0
SCN1A,2,CHI3L1,0
Eif2b1,1,DAOA,0
ACOX3,2,CHI3L1,0
HAB1,1,DAOA,0
MUTED,5,DAO,1
YPEL2,2,CHI3L1,0
CEACAM3,4,SLC6A4,0
FRG1B,2,CHI3L1,0
PRPH2,4,SLC6A4,0
FN3KRP,1,DAOA,0
ITGA11,1,DAOA,0
APC2,5,DAO,0
CCRL1,10,SLC6A3,0
FAM43A,1,DAOA,0
RBM3,8,SYN2,0
MYOM2,4,SLC6A4,0
UBXN1,17,BDNF,0
WNT8A,1,DAOA,0
POMC,12,PPP3CC,0
PPM1L,1,DAOA,0
ULK2,12,PPP3CC,1
DPEP2,1,DAOA,0
PATZ1,6,RTN4R,0
ANKRD24,4,SLC6A4,0
Mapkapk2,1,DAOA,0
HEY,1,DAOA,0
XDH,1,DAOA,0
Rdx,4,SLC6A4,0
GFRA1,5,DAO,0
FCGBP,1,DAOA,0
MOCS2,6,RTN4R,0
KLF12,5,DAO,0
IFNAR2,14,DRD3,0
MYO2,2,CHI3L1,0
AP4S1,5,DAO,0
HIST1H2BM,4,SLC6A4,0
SLC7A10,1,DAOA,0
IGF2BP3,2,CHI3L1,0
ST3GAL3,5,DAO,0
AT1G04360,1,DAOA,0
CALB1,6,RTN4R,0
Snap23,4,SLC6A4,1
DHX30,16,HTR2A,0
RBP2,1,DAOA,0
Sufu,2,CHI3L1,0
C4A,6,RTN4R,0
GCA,8,SYN2,0
C6orf47,2,CHI3L1,0
ZNF473,14,DRD3,0
HTR1D,5,DAO,0
ZP2,2,CHI3L1,0
GOLGA2P10,1,DAOA,0
ANKRD45,2,CHI3L1,0
CD68,1,DAOA,0
SUPT20H,5,DAO,0
ETS2,22,DRD2,0
ELK4,10,SLC6A3,0
PEF1,12,PPP3CC,0
VPS37B,15,RGS4,0
DGAT1,4,SLC6A4,0
PRTFDC1,14,DRD3,0
ZRANB2,16,HTR2A,0
Shank1,1,DAOA,0
MYO1B,2,CHI3L1,0
CCDC186,2,CHI3L1,0
kpnb2,1,DAOA,0
GSTA2,1,DAOA,0
RILPL2,4,SLC6A4,0
MTMR2,5,DAO,0
NEUROD2,2,CHI3L1,0
RTN2,1,DAOA,0
GALNT12,5,DAO,0
Nxt1,1,DAOA,0
TSHZ1,1,DAOA,0
GRAMD1C,2,CHI3L1,0
ABLIM1,17,BDNF,0
WFDC9,1,DAOA,0
TBC1D7,15,RGS4,0
HARS2,2,CHI3L1,0
USP12P1,1,DAOA,0
NUDT21,55,APOE,0
ZNF705G,1,DAOA,0
CCDC17,4,SLC6A4,0
GGT7,5,DAO,0
FOXN2,1,DAOA,0
FUNDC1,14,DRD3,0
PRPSAP2,2,CHI3L1,0
SCN2A1,1,DAOA,0
UBP11,1,DAOA,0
DPYSL5,10,SLC6A3,0
SLC35A3,2,CHI3L1,0
ZMYM5,6,RTN4R,0
GOLGB1,17,BDNF,0
GNG3,5,DAO,0
TAF5,16,HTR2A,0
MMGT1,1,DAOA,0
LRP2,50,DTNBP1,1
GIGYF2,6,RTN4R,0
PDZD2,5,DAO,2
L3MBTL,8,SYN2,0
HPS1,2,CHI3L1,0
KLHL20,21,TNF,0
PCDH9,1,DAOA,0
COX4I2,4,SLC6A4,0
INPP5J,6,RTN4R,0
SPRR2D,2,CHI3L1,0
Poli,1,DAOA,0
CDX2,17,BDNF,0
APOBEC3C,6,RTN4R,0
TXNIP,17,BDNF,0
Cbx5,4,SLC6A4,0
DTD1,1,DAOA,0
COX3,5,DAO,0
ANKIB1,2,CHI3L1,0
HSP81-2,1,DAOA,0
GABRA1,5,DAO,2
HSD11B2,2,CHI3L1,0
SGIP1,2,CHI3L1,0
DYNLRB2,1,DAOA,0
CSH2,6,RTN4R,0
STARD10,2,CHI3L1,0
RAMP3,12,PPP3CC,0
IFNW1,2,CHI3L1,0
SAA4,2,CHI3L1,0
MAGEA12,16,HTR2A,0
PAX5,17,BDNF,0
TRPV2,4,SLC6A4,0
CDYL,6,RTN4R,0
TREM2,1,DAOA,0
XPA,22,DRD2,0
rnf-5,2,CHI3L1,0
TMEM237,1,DAOA,0
NGRN,1,DAOA,0
KRT80,4,SLC6A4,0
STK32C,1,DAOA,0
CLIC5,6,RTN4R,0
GALNTL2,1,DAOA,0
COMMD10,1,DAOA,0
CNOT6L,2,CHI3L1,0
NAPRT,5,DAO,0
SDF2,2,CHI3L1,0
Patz1,1,DAOA,0
FAM86C,1,DAOA,0
PTPMT1,16,HTR2A,0
XKR3,1,DAOA,0
SWAP70,5,DAO,0
DHR2,1,DAOA,0
TIPARP,2,CHI3L1,0
REG1B,2,CHI3L1,0
AMN,1,DAOA,0
IL1RL2,1,DAOA,0
GEMIN8P4,1,DAOA,0
DCAF12,2,CHI3L1,0
C2CD2L,1,DAOA,0
TFB1,1,DAOA,0
RCC2,6,RTN4R,0
ST13,16,HTR2A,0
MIA,2,CHI3L1,0
pop-1,1,DAOA,0
MAB21L3,8,SYN2,0
GRAP,14,DRD3,0
Rae1,1,DAOA,0
ABCE1,2,CHI3L1,0
LDHB,10,SLC6A3,0
INTS2,2,CHI3L1,0
CCDC15,1,DAOA,0
TBC1D3P2,1,DAOA,0
RPL37A,8,SYN2,0
CXCL10,8,SYN2,0
Dpysl2,1,DAOA,0
SPAG4,4,SLC6A4,0
TCP10,4,SLC6A4,0
SCAMP5,4,SLC6A4,0
ALKBH4,2,CHI3L1,0
KLHDC5,6,RTN4R,0
PITPNB,1,DAOA,0
SLAIN2,4,SLC6A4,0
TMEM213,2,CHI3L1,0
PLA2G3,2,CHI3L1,0
MYL12A,5,DAO,0
WFDC8,1,DAOA,0
C4orf41,1,DAOA,0
PIGA,4,SLC6A4,0
NDNL2,4,SLC6A4,0
HCAR1,1,DAOA,0
ZIC3,5,DAO,0
ASIP,6,RTN4R,0
HTN3,2,CHI3L1,0
SERPINA2,1,DAOA,0
IL23R,5,DAO,0
SARNP,6,RTN4R,0
CLMN,1,DAOA,0
CEP250,6,RTN4R,0
