IGFBP5,0.00111384994368,19
INSR,0.00027967944983,83
MEIS2,0.000234626978587,16
UBE2I,6.73592106217e-05,381
TNK2,4.07229317673e-05,49
IMMT,3.00312318249e-05,63
HSPA8,2.11901135846e-05,87
MSN,1.94891538217e-05,29
PDIA3,1.81229824402e-05,18
IPO5,1.60499577821e-05,23
APPL2,1.25507096646e-05,26
CPSF7,1.1510581282e-05,23
PPP1R8,1.05711206379e-05,26
GRIK1,8.39460823914e-06,8
RAI2,8.38709397436e-06,9
P2RX2,6.14435008056e-06,5
KCNQ5,6.1358743459e-06,8
MLLT10,5.69482161589e-06,9
HOMER1,5.5464263551e-06,23
RACGAP1,4.7247501865e-06,28
CUL4A,4.67048940144e-06,28
GTF2F1,4.46331236229e-06,30
UBASH3A,4.21199071901e-06,15
MOB3C,3.98344226825e-06,12
PPP3CB,3.89897307663e-06,12
F12,2.94119550163e-06,18
LRRCC1,2.92783457952e-06,3
KHSRP,2.84261692256e-06,13
ENO3,2.7018895307e-06,4
Nono,2.39724467183e-06,4
LALBA,2.19791455595e-06,9
CCND2,2.1047593703e-06,19
PACRGL,2.04055850738e-06,5
MRPL37,1.95395949143e-06,3
C9orf72,1.929035569e-06,6
PDCD7,1.73076168334e-06,6
PFKP,1.47568437257e-06,8
SP2,1.39127477931e-06,8
ROBO3,1.22523961166e-06,6
AT4G24110,1.13028908342e-06,1
IFIH1,1.01835756316e-06,2
ABCB7,9.76761226349e-07,2
KIAA0825,9.5374425628e-07,1
HTR2C,9.38842637382e-07,10
TNFRSF19,9.36305216923e-07,5
BEX4,8.57899048593e-07,1
RNF144A,8.46922368575e-07,14
ARPC4,7.93230264024e-07,12
SCLT1,7.86343532158e-07,5
CNDP2,7.84870172283e-07,8
CETN3,7.72902065803e-07,8
OTUD5,7.13560719087e-07,5
TACC3,7.01080509561e-07,13
HIST1H1E,5.73661907247e-07,6
STON2,5.62424864209e-07,8
GNPAT,5.02585236553e-07,5
RTTN,4.68899929515e-07,1
Stam2,4.68899929515e-07,1
ABLIM3,4.28297845801e-07,5
TFEB,4.12553019729e-07,4
PTGER2,3.59874036067e-07,3
IFNA4,3.5150111175e-07,1
TOMM7,3.46951290778e-07,3
ZBTB10,3.10258475794e-07,5
FLJ38668,3.07886702987e-07,3
COMMD3,3.06699282168e-07,4
TMEM190,2.95528992614e-07,3
RIM15,2.91951117104e-07,2
CPSF4,2.91269536146e-07,4
RPL17,2.85688294185e-07,4
EXOC6B,2.72215602731e-07,2
GH2,2.27930809544e-07,1
PMPCA,2.21326331931e-07,3
SOAT1,2.07131515456e-07,1
OXTR,1.73360783622e-07,6
SERPINA10,1.64873870371e-07,3
RTKN2,1.49446119169e-07,2
MRPS16,1.48830833737e-07,2
NRG4,1.40515144922e-07,3
IL21R,1.22136975387e-07,2
PMP2,1.1947591022e-07,1
DEPDC5,1.07528089286e-07,2
Tjp1,1.00768334854e-07,2
IL9,9.99349072352e-08,2
SLC9A6,9.90664658159e-08,1
Pdzk1,9.90664658159e-08,1
Rplp0,9.88665625935e-08,1
Figf,9.35962025647e-08,1
Dnmt3a,8.66411165503e-08,2
Nfe2l2,7.00149664041e-08,1
Smurf1,6.93135110917e-08,2
ZNF667-AS1,5.86513866402e-08,1
FUCA2,5.38321044417e-08,1
Calm1,4.56082877926e-08,1
IL1RAPL1,4.28329052672e-08,1
CD274,4.20934281309e-08,2
Nab2,3.95190064712e-08,1
Esr2,3.0846062423e-08,1
tbc-8,2.92225055778e-08,1
MIA40,1.27979974713e-08,1
