MSLN
CDKN2A
IL24
CLPTM1
CNR1
CNR2
CTNNB1
DAXX
GADD45A
DPYD
TYMP
AHR
SLC29A1
EFEMP1
FGF13
PALLD
NR5A2
GAGE1
FOXP1
ABO
HIF1A
IFNA1
IFNA2
IFNA5
CXCL8
PDX1
KDR
KRAS
LY6E
EPCAM
MEN1
MMP9
MYC
ATM
NFKBIA
PLAU
FXYD3
ETAA1
ATRX
PPARG
PTCH1
PTEN
PTGS2
PTHLH
RAP1GAP
RB1
BCL2L1
SOD2
SPINK1
BRCA1
BRCA2
SST
SSTR1
SSTR2
SSTR3
STAT3
STK11
SYCP1
KLF5
TERT
TGFB1
TNF
TP53
TSC2
TYMS
VEGFB
WT1
MANF
PALB2
SUGCT
TFPI2
ZNRF3
TP63
TNFSF10
TNFRSF10B
NRP1
CFLAR
BCAR1
CD44
CDH1
KRAS
SMAD4
RBBP8
SOD2
STK11
TP53
ACVR1B
PDX1-AS1
LOC101928923
DAB2
DPP6
NR5A2
FAM19A5
ABO
PDX1
LINC-PINT
BACH1
BICD1
TERT
LDLRAD4
CLPTM1L
SBF2
ZNRF3
BCAR1
MSLN
CDKN2A
NDRG1
JAG1
DTX1
AGTR1
DTX4
HEY1
HEY2
HES1
HSPA1A
HSPA1B
JAG2
ARG2
KRAS
NFE2L2
NOTCH1
NOTCH3
NOTCH4
VEGFA
CDKN2A
PALLD
AHR
CDKN2A
PALLD
KRAS
SMAD4
BRCA1
BRCA2
TP53
PALB2
BRCA2
PALB2
BRCA1
