DAO,5,13,10
DTNBP1,50,15,13
SYN2,8,12,0
CHRNA7,4,16,0
DAOA,1,14,11
VIPR2,4,11,0
DRD4,6,23,23
TNF,21,20,0
APOL2,1,21,0
APOL4,1,15,0
RGS4,15,15,12
SLC6A3,10,22,21
SHANK3,16,19,1
NRXN1,29,13,0
COMT,10,13,0
SLC1A1,6,15,0
CHI3L1,2,16,0
NOTCH4,15,14,0
RTN4R,6,19,0
DRD2,22,13,13
KCNN3,2,12,0
HTR2A,16,15,4
DISC1,115,24,24
PPP3CC,12,14,0
GRM3,6,15,5
APOE,55,13,6
SLC6A4,4,21,0
MTHFR,2,15,0
NRG1,8,14,0
BDNF,17,14,1
DRD3,14,15,15
AKT1,239,9,9
