SCN1A,0.649656850041
PDE3B,0.560769897522
RBM5,0.336340052143
PIK3C2A,0.212281542695
TSPAN13,-0.0365155720777
CASC3,-0.27447024157
Itgb1,-0.28844350951
TMX3,-0.519797590173
CD22,-0.604970859506
ORAI1,-0.702249405927
LATS1,-0.766179844802
RNASE6,-0.771285096799
TRIM47,-0.774467666379
ZNF92,-0.807336441931
AGPAT6,-0.855383831126
TRA2B,-0.860432808421
RPL11,-0.910097937158
MXD3,-1.00238908302
PMPCA,-1.00288994235
Zfp574,-1.02506061113
DDIT3,-1.07575635914
ASRGL1,-1.0925265664
Deaf1,-1.1195498013
GAPVD1,-1.12015893987
ISYNA1,-1.13329646578
ACTL6A,-1.15341586837
AURKB,-1.1614237256
ARHGAP44,-1.18760147573
TRA2A,-1.18950326667
GTF2H2C_2,-1.19511263777
LCMT1,-1.25736326029
Rnf111,-1.28226865347
FABP4,-1.28806561104
KRT79,-1.31944446624
LPXN,-1.35840206628
APOL4,-1.39088645315
SERPINF1,-1.40065247659
SNAR-B2,-1.43372967581
FAM100A,-1.45346238952
AMMECR1L,-1.49552615785
NDUFA1,-1.49952161448
WFDC10B,-1.52481447879
ZNF578,-1.55405873677
MBD2,-1.55520534673
MX2,-1.5879505407
RNF152,-1.66063661609
HBQ1,-1.70009045024
Dynll1,-1.78631478361
UTS2,nan
DRD2,2.71932964999
FXN,0.911237140866
AMDHD2,0.39609826541
CLEC4F,0.365560066847
TEX36,-0.113413213353
CHKA,-0.458654024644
CHI3L1,nan
SLC6A4,-0.06284912954
GMPPB,-0.090357160654
Actn3,-0.118405594945
SNRNP200,-0.128462803803
C11orf54,-0.329619963642
SECISBP2,-0.574211768896
CCL14,-0.593347265787
CARD14,-0.605399746558
GLMN,-0.626512871967
NEBL,-0.675973996471
ND4,-0.764602951011
DTNBP1,-0.82336376067
SPC25,-0.832599085477
ICAM3,-0.836114216649
C1orf61,-0.848237204446
C19orf40,-0.893523262677
HBG1,-0.93673923412
ARHGAP10,-0.97205693599
TPTE,-1.0223285596
LUZP1,-1.02863767126
HEY2,-1.02905082131
LNX1,-1.03421126071
TMED1,-1.04011137096
GPR52,-1.10387112942
PACS2,-1.13387230867
IL10RA,-1.16173597841
RNU5A-1,-1.22901587325
SLC39A6,-1.23577392307
PCLO,-1.23644095406
THYN1,-1.32141440075
RAD51D,-1.34020501027
CDKL5,-1.34349116238
CRYBB2,-1.35488429386
MT2A,-1.37658538225
SLC38A1,-1.3777683139
FAM110A,-1.40692422156
ELF1,-1.41790828078
DCUN1D4,-1.43718683478
CSTA,-1.45632874836
APC11,-1.51063888344
MUTYH,-1.51516920468
SLC13A2,-1.56947021495
nxf1,-1.86433658793
GMCL1L,-2.15184354463
