ZHX1,56,27,27
GDF9,46,34,35
ZNF33B,3,27,21
GADD45G,57,23,22
PTN,102,33,34
VIM,152,21,22
KPNB1,72,28,28
FEZ1,62,30,30
SH3GL3,47,26,26
BARD1,104,36,36
TAL1,23,29,24
HIP1,27,24,3
GIT1,53,34,33
KPNA2,111,24,23
PFN2,33,25,19
NEFL,31,19,17
SETDB1,108,33,33
CLK1,163,27,18
